title,artist,genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,popularity,has_win_award
Walks Like Rihanna,The Wanted,boy band,2013,126,82,56,-3,10,43,202,1,6,62,False
Rock N Roll,Avril Lavigne,canadian pop,2013,184,96,47,-3,34,67,207,1,13,61,False
Heartbreaker,Justin Bieber,canadian pop,2013,105,52,56,-7,34,58,263,14,10,61,False
Mirrors - Radio Edit,Justin Timberlake,dance pop,2013,77,60,58,-6,43,65,277,14,5,60,False
Next To Me,Emeli Sandé,dance pop,2013,95,80,67,-5,11,35,197,9,4,60,False
Made In The USA,Demi Lovato,dance pop,2013,87,86,58,-4,32,59,196,0,4,60,False
Clown,Emeli Sandé,dance pop,2013,130,23,45,-8,11,23,221,92,4,60,False
Girl On Fire (feat. Nicki Minaj) - Inferno Version,Alicia Keys,hip pop,2013,93,81,55,-6,15,34,271,9,31,59,False
TKO,Justin Timberlake,dance pop,2013,138,68,61,-7,43,49,424,1,24,58,False
Come & Get It,Selena Gomez,dance pop,2013,80,79,55,-4,10,58,232,1,5,57,False
Live It Up,Jennifer Lopez,dance pop,2013,128,73,69,-5,33,65,244,1,17,57,False
We Own The Night,The Wanted,boy band,2013,104,94,55,-4,23,56,206,1,13,56,False
Atlas - From “The Hunger Games: Catching Fire” Soundtrack,Coldplay,permanent wave,2013,136,45,28,-8,11,11,236,63,3,55,False
What About Love,Austin Mahone,dance pop,2013,100,78,63,-7,4,28,203,0,4,54,False
Take Back the Night,Justin Timberlake,dance pop,2013,107,66,59,-5,64,33,353,4,16,54,False
Applause,Lady Gaga,dance pop,2013,140,78,67,-4,11,73,212,3,5,52,False
Anything Could Happen,Ellie Goulding,dance pop,2013,103,78,70,-4,14,38,286,43,3,52,False
Finally Found You,Enrique Iglesias,dance pop,2013,128,88,62,-5,35,66,221,1,10,52,False
Pom Poms,Jonas Brothers,boy band,2013,148,98,68,-2,28,90,198,7,9,52,False
#Beautiful,Mariah Carey,dance pop,2013,107,76,68,-5,31,45,200,29,4,51,False
How Ya Doin'? (feat. Missy Elliott),Little Mix,dance pop,2013,201,95,36,-3,37,51,211,9,48,50,False
Crazy Kids (feat. will.i.am),Kesha,dance pop,2013,128,75,72,-4,13,50,229,4,4,46,False
"Ooh La La (from ""The Smurfs 2"")",Britney Spears,dance pop,2013,128,57,69,-5,11,73,257,2,5,45,False
People Like Us,Kelly Clarkson,dance pop,2013,128,79,60,-5,36,61,259,4,4,45,False
Overdose,Ciara,dance pop,2013,107,70,77,-6,6,79,227,1,3,43,False
Right Now - Dyro Radio Edit,Rihanna,barbadian pop,2013,130,74,53,-6,24,45,186,0,4,42,False
Give It 2 U,Robin Thicke,dance pop,2013,127,83,67,-4,16,58,230,10,7,41,False
Foolish Games,Jewel,alaska indie,2013,132,34,51,-11,12,7,250,23,3,36,False
Outta Nowhere (feat. Danny Mercer),Pitbull,dance pop,2013,95,84,71,-4,21,66,207,16,3,35,False
Freak,Kelly Rowland,atl hip hop,2013,104,78,65,-5,12,45,274,13,6,28,False
All of Me,John Legend,neo mellow,2014,120,26,42,-7,13,33,270,92,3,86,True
Stay With Me,Sam Smith,pop,2014,84,42,42,-6,11,18,173,59,4,85,True
Summer,Calvin Harris,dance pop,2014,128,86,60,-4,14,74,223,2,3,80,True
"Happy - From ""Despicable Me 2""",Pharrell Williams,dance pop,2014,160,82,65,-5,9,96,233,22,18,79,False
Rude,MAGIC!,pop,2014,144,76,77,-5,31,93,225,4,4,79,False
Shake It Off,Taylor Swift,pop,2014,160,80,65,-5,33,94,219,6,17,78,False
Dark Horse,Katy Perry,dance pop,2014,132,59,65,-6,17,35,216,0,5,78,False
Hey Brother,Avicii,big room,2014,125,78,55,-5,8,46,255,3,4,78,False
Maps,Maroon 5,pop,2014,120,71,74,-6,6,88,190,2,3,78,False
Treasure,Bruno Mars,pop,2014,116,69,87,-5,32,94,179,4,4,77,False
Let Her Go,Passenger,folk-pop,2014,75,54,51,-7,10,24,253,39,6,77,False
Problem,Ariana Grande,dance pop,2014,103,81,66,-5,16,63,194,2,15,75,False
Pompeii,Bastille,metropopolis,2014,127,72,68,-6,27,57,214,8,4,73,False
Team,Lorde,art pop,2014,100,58,69,-7,31,42,193,17,9,73,False
Love Me Again,John Newman,pop,2014,126,89,50,-5,10,21,240,0,4,73,False
Latch,Disclosure,house,2014,122,73,50,-5,9,52,256,2,17,72,False
Adore You,Miley Cyrus,dance pop,2014,120,66,58,-5,11,20,279,11,3,72,False
Love Never Felt So Good,Michael Jackson,pop,2014,118,72,78,-6,7,71,246,13,4,71,False
Burn,Ellie Goulding,dance pop,2014,87,78,56,-5,11,33,231,31,4,71,False
She Looks So Perfect,5 Seconds of Summer,boy band,2014,160,95,49,-4,33,44,202,0,13,71,False
Fancy,Iggy Azalea,australian hip hop,2014,95,72,91,-4,5,38,200,9,7,70,False
Talk Dirty (feat. 2 Chainz),Jason Derulo,dance pop,2014,100,65,76,-7,31,76,178,3,23,68,False
Gorilla,Bruno Mars,pop,2014,140,54,72,-7,10,64,244,45,4,68,False
human,Christina Perri,dance pop,2014,144,49,44,-6,11,25,251,13,4,68,False
Young Girls,Bruno Mars,pop,2014,126,75,56,-5,21,50,229,46,3,67,False
Wiggle (feat. Snoop Dogg),Jason Derulo,dance pop,2014,82,62,70,-7,16,72,193,8,25,67,False
Love Runs Out,OneRepublic,dance pop,2014,120,93,72,-4,8,74,225,17,6,66,False
This Is How We Do,Katy Perry,dance pop,2014,96,64,69,-6,15,80,204,2,5,66,False
Mmm Yeah (feat. Pitbull),Austin Mahone,dance pop,2014,126,92,71,-4,27,98,232,0,4,65,False
A Little Party Never Killed Nobody (All We Got),Fergie,dance pop,2014,130,62,76,-6,9,52,241,1,18,65,False
#SELFIE,The Chainsmokers,electropop,2014,128,92,79,-3,8,66,184,1,25,65,False
Partition,Beyoncé,dance pop,2014,186,44,41,-12,31,17,319,3,29,65,False
Birthday,Katy Perry,dance pop,2014,126,67,72,-5,11,84,215,9,7,65,False
G.U.Y.,Lady Gaga,dance pop,2014,110,92,62,-3,12,57,233,1,4,65,False
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,complextro,2014,128,74,60,-3,9,46,217,11,4,64,False
"Let It Go - From ""Frozen / Single Version",Demi Lovato,dance pop,2014,140,66,50,-6,27,25,226,3,4,63,False
Wings,Birdy,neo mellow,2014,83,71,47,-5,16,22,252,8,3,62,False
Can't Remember to Forget You (feat. Rihanna),Shakira,colombian pop,2014,138,81,69,-4,14,82,207,12,7,62,False
Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,dance pop,2014,192,77,35,-4,12,4,191,6,5,61,False
Say Something,A Great Big World,neo mellow,2014,138,15,45,-9,9,9,229,87,3,61,False
A Sky Full of Stars,Coldplay,permanent wave,2014,125,68,55,-6,21,16,268,1,3,60,False
Come Get It Bae,Pharrell Williams,dance pop,2014,120,80,93,-6,10,90,202,27,8,59,False
Chandelier,Sia,australian dance,2014,174,78,29,-3,7,62,216,2,7,56,False
XO,Beyoncé,dance pop,2014,170,79,47,-9,31,21,216,17,26,56,False
We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],Pitbull,dance pop,2014,125,94,60,-4,10,55,222,0,7,56,False
Not About Angels,Birdy,neo mellow,2014,116,14,41,-10,9,23,190,97,4,56,False
Drunk in Love,Beyoncé,dance pop,2014,140,62,59,-7,18,40,323,1,5,52,False
Anaconda,Nicki Minaj,dance pop,2014,130,60,96,-6,21,65,260,7,18,50,False
Boom Clap - From the Motion Picture Das Schicksal ist ein mieser Verräter,Charli XCX,candy pop,2014,92,81,68,-4,34,64,169,7,6,50,False
La La La (Brasil 2014) (feat. Carlinhos Brown),Shakira,colombian pop,2014,128,82,80,-5,35,61,198,18,4,50,False
Tee Shirt - Soundtrack Version,Birdy,neo mellow,2014,76,34,68,-9,9,56,160,84,3,49,False
Words as Weapons,Birdy,neo mellow,2014,120,35,53,-9,14,19,239,28,3,44,False
You're Mine (Eternal),Mariah Carey,dance pop,2014,149,58,63,-7,38,56,224,28,7,38,False
Sheezus,Lily Allen,dance pop,2014,130,50,78,-7,11,39,235,15,4,37,False
Cannonball,Lea Michele,hollywood,2014,92,82,56,-3,19,57,215,2,5,37,False
It's On Again - Main Soundtrack,Alicia Keys,hip pop,2014,110,54,64,-9,25,53,230,10,11,30,False
I Luh Ya Papi,Jennifer Lopez,dance pop,2014,96,73,74,-6,12,59,207,45,42,28,False
Not a Bad Thing,Justin Timberlake,dance pop,2014,86,73,59,-6,38,46,266,27,6,0,False
Thinking out Loud,Ed Sheeran,pop,2015,79,45,78,-6,18,59,282,47,3,84,True
I'm Not The Only One,Sam Smith,pop,2015,82,49,68,-6,8,49,239,53,4,84,True
The Hills,The Weeknd,canadian contemporary r&b,2015,113,56,58,-7,14,14,242,7,5,84,True
Love Yourself,Justin Bieber,canadian pop,2015,100,38,61,-10,28,52,234,84,44,83,True
Uptown Funk,Mark Ronson,dance pop,2015,115,61,86,-7,3,93,270,1,8,82,True
Take Me To Church,Hozier,irish singer-songwriter,2015,129,66,57,-5,12,44,242,63,5,81,True
Sugar,Maroon 5,pop,2015,120,79,75,-7,9,88,235,6,3,81,True
Sorry,Justin Bieber,canadian pop,2015,100,76,65,-4,30,41,201,8,5,81,True
FourFiveSeconds,Rihanna,barbadian pop,2015,206,27,58,-6,13,35,188,88,5,80,True
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,dance pop,2015,190,61,26,-7,13,28,253,25,5,79,False
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,canadian contemporary r&b,2015,120,38,66,-6,10,44,252,39,3,79,False
What Do You Mean?,Justin Bieber,canadian pop,2015,125,57,85,-8,8,79,206,59,10,79,False
Stitches,Shawn Mendes,canadian pop,2015,150,75,75,-7,5,76,207,2,7,78,False
Want to Want Me,Jason Derulo,dance pop,2015,114,68,78,-6,11,66,208,1,6,77,False
My House,Flo Rida,dance pop,2015,94,70,69,-5,13,74,192,2,5,77,False
Waves - Robin Schulz Radio Edit,Mr. Probz,tropical house,2015,120,51,83,-9,8,45,208,1,4,77,False
Night Changes,One Direction,boy band,2015,120,52,67,-8,12,37,227,86,4,77,False
How Deep Is Your Love,Calvin Harris,dance pop,2015,122,87,74,-4,39,34,213,4,7,77,False
Never Forget You,Zara Larsson,dance pop,2015,146,73,58,-6,27,28,213,0,5,77,False
Love Me Harder,Ariana Grande,dance pop,2015,99,71,47,-4,8,24,236,1,3,76,False
Animals,Maroon 5,pop,2015,190,74,28,-6,59,33,231,0,9,76,False
Blame,Calvin Harris,dance pop,2015,128,86,41,-4,34,35,213,3,8,76,False
Worth It,Fifth Harmony,dance pop,2015,100,77,88,-4,12,59,225,6,9,75,False
Break Free,Ariana Grande,dance pop,2015,130,70,69,-5,20,28,215,1,5,75,False
Don't,Ed Sheeran,pop,2015,95,61,81,-7,64,85,220,1,7,74,False
Elastic Heart,Sia,australian dance,2015,130,79,42,-5,15,50,257,1,5,73,False
Rather Be (feat. Jess Glynne),Clean Bandit,dance pop,2015,121,59,80,-7,19,55,228,16,4,73,False
Hello,Adele,british soul,2015,158,45,48,-6,9,29,295,34,3,73,False
Dear Future Husband,Meghan Trainor,dance pop,2015,79,78,66,-5,32,83,184,38,19,72,False
43776,Beyoncé,dance pop,2015,136,71,75,-5,13,56,214,1,13,72,False
The Heart Wants What It Wants,Selena Gomez,dance pop,2015,83,79,62,-5,14,62,227,5,4,72,False
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,dance pop,2015,86,73,60,-4,33,53,193,24,15,72,False
Genie In a Bottle,Christina Aguilera,dance pop,2015,176,80,63,-7,14,91,218,21,16,72,False
Company,Justin Bieber,canadian pop,2015,95,80,59,-5,8,43,208,13,6,72,False
Sing,Ed Sheeran,pop,2015,120,67,82,-4,6,94,235,30,5,71,False
Jealous - Remix,Nick Jonas,dance pop,2015,93,71,68,-4,44,45,222,1,8,70,False
Really Don't Care,Demi Lovato,dance pop,2015,121,73,71,-4,19,85,202,12,9,70,False
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,dance pop,2015,110,61,83,-4,29,71,293,9,7,70,False
Only Love Can Hurt Like This,Paloma Faith,british soul,2015,91,89,57,-5,33,31,233,10,8,69,False
Heartbeat Song,Kelly Clarkson,dance pop,2015,149,80,49,-4,6,48,199,1,5,69,False
Up,Olly Murs,dance pop,2015,115,85,69,-5,10,64,224,2,3,69,False
Trumpets,Jason Derulo,dance pop,2015,82,70,63,-5,10,64,217,56,24,69,False
Runnin' (Lose It All),Naughty Boy,tropical house,2015,139,85,32,-6,48,8,213,1,8,69,False
Same Old Love,Selena Gomez,dance pop,2015,98,59,67,-4,21,44,229,2,3,69,False
I Want You To Know,Zedd,complextro,2015,130,85,58,-3,14,37,240,1,6,68,False
Lips Are Movin,Meghan Trainor,dance pop,2015,139,83,78,-5,11,95,183,5,5,68,False
I'll Show You,Justin Bieber,canadian pop,2015,192,61,36,-7,18,8,200,5,10,68,False
Here,Alessia Cara,canadian contemporary r&b,2015,120,82,38,-4,8,33,199,8,10,68,False
I Lived,OneRepublic,dance pop,2015,120,85,59,-5,27,34,235,7,4,67,False
Fireball (feat. John Ryan),Pitbull,dance pop,2015,123,94,69,-5,5,79,235,9,6,67,False
Easy Love,Sigala,dance pop,2015,124,94,68,-4,12,65,230,18,6,67,False
The Feeling,Justin Bieber,canadian pop,2015,127,81,53,-6,10,21,245,8,6,67,False
I Really Like You,Carly Rae Jepsen,canadian pop,2015,122,81,62,-5,22,60,205,1,4,66,False
BO$$,Fifth Harmony,dance pop,2015,103,87,81,-5,5,74,171,1,11,66,False
Sugar,Maroon 5,pop,2015,120,79,75,-7,9,88,235,6,3,66,False
Focus,Ariana Grande,dance pop,2015,100,88,67,-6,44,79,211,27,24,66,False
All About That Bass,Meghan Trainor,dance pop,2015,134,88,81,-4,11,96,189,5,5,65,False
On My Mind,Ellie Goulding,dance pop,2015,155,71,70,-7,9,74,213,26,5,65,False
Love Me Like You,Little Mix,dance pop,2015,106,67,79,-4,28,85,198,21,4,65,False
Broken Arrows,Avicii,big room,2015,116,67,63,-7,10,29,233,5,5,65,False
Booty,Jennifer Lopez,dance pop,2015,129,95,71,-4,26,40,210,0,5,64,False
What Do You Mean? - Acoustic,Justin Bieber,canadian pop,2015,125,36,77,-11,10,76,204,79,4,64,False
Mark My Words,Justin Bieber,canadian pop,2015,114,26,38,-9,17,52,134,88,3,63,False
Lay It All on Me,Rudimental,dance pop,2015,123,75,67,-7,19,48,242,14,4,62,False
American Oxygen,Rihanna,barbadian pop,2015,78,75,39,-6,33,48,320,5,9,61,False
Bang Bang,Jessie J,australian pop,2015,150,75,71,-4,38,73,199,27,9,61,False
Reality - Radio Edit,Lost Frequencies,belgian edm,2015,122,70,71,-8,7,60,159,2,3,61,False
Alive,Sia,australian dance,2015,100,76,51,-4,11,44,264,25,5,61,False
Sugar (feat. Francesco Yates),Robin Schulz,dance pop,2015,123,82,64,-5,16,64,219,2,6,60,False
Been You,Justin Bieber,canadian pop,2015,113,78,74,-6,32,86,199,2,7,60,False
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,french indie pop,2015,123,89,76,-5,62,78,189,2,3,58,False
See You Again (feat. Charlie Puth),Wiz Khalifa,hip hop,2015,80,48,69,-8,6,28,230,37,8,56,False
Heroes (we could be),Alesso,big room,2015,126,75,52,-4,24,35,210,4,6,56,False
"Feel The Light - From The ""Home"" Soundtrack",Jennifer Lopez,dance pop,2015,156,60,47,-6,9,4,292,33,5,55,False
Perfect,One Direction,boy band,2015,100,82,65,-5,12,40,230,6,8,55,False
Ghosttown,Madonna,dance pop,2015,79,55,54,-7,12,9,250,4,4,54,False
Bang My Head (feat. Sia & Fetty Wap),David Guetta,dance pop,2015,108,87,60,-4,10,59,193,5,8,54,False
Bloodstream,Ed Sheeran,pop,2015,89,59,48,-6,6,27,309,20,5,52,False
Living For Love,Madonna,dance pop,2015,123,79,67,-5,25,39,219,4,9,52,False
Baby Don't Lie,Gwen Stefani,dance pop,2015,100,55,69,-5,10,26,203,1,3,52,False
Don't Be so Hard on Yourself,Jess Glynne,dance pop,2015,120,82,57,-3,16,66,211,6,3,52,False
Steal My Girl,One Direction,boy band,2015,77,76,47,-6,14,52,227,0,4,51,False
"Celebrate (From the Original Motion Picture ""Penguins of Madagascar"")",Pitbull,dance pop,2015,127,85,68,-3,6,93,193,1,6,50,False
We Are Here,Alicia Keys,hip pop,2015,93,67,64,-6,8,8,285,43,4,49,False
St Jude,Florence + The Machine,art pop,2015,117,43,26,-11,11,9,225,75,3,47,False
Yesterday (feat. Bebe Rexha),David Guetta,dance pop,2015,128,78,57,-4,33,28,243,2,3,46,False
Time of Our Lives,Pitbull,dance pop,2015,124,80,72,-6,69,72,229,9,6,45,False
Sparks,Hilary Duff,dance pop,2015,122,88,85,-5,10,79,186,4,6,44,False
Mr. Put It Down,Ricky Martin,dance pop,2015,128,78,80,-6,4,83,196,1,18,42,False
Legendary Lovers,Katy Perry,dance pop,2015,126,84,62,-5,8,39,224,2,8,41,False
Spark The Fire,Gwen Stefani,dance pop,2015,120,80,88,-4,20,54,202,8,6,39,False
Run Run Run,Kelly Clarkson,dance pop,2015,112,37,28,-7,11,8,273,45,4,36,False
Let Me Be Your Lover,Enrique Iglesias,dance pop,2015,112,90,72,-4,6,88,238,1,13,34,False
Dangerous,Jennifer Hudson,dance pop,2015,109,53,90,-5,8,65,255,0,5,18,False
L.A.LOVE (la la),Fergie,dance pop,2015,202,39,48,-8,26,27,193,2,9,0,False
The Hills,The Weeknd,canadian contemporary r&b,2016,113,56,58,-7,14,14,242,7,5,84,True
Love Yourself,Justin Bieber,canadian pop,2016,100,38,61,-10,28,52,234,84,44,83,True
Cake By The Ocean,DNCE,dance pop,2016,119,75,77,-5,4,90,219,15,5,81,True
Don't Let Me Down,The Chainsmokers,electropop,2016,160,87,53,-5,14,42,208,16,17,81,True
In the Name of Love,Martin Garrix,big room,2016,134,52,50,-6,45,17,196,11,4,81,True
Into You,Ariana Grande,dance pop,2016,108,73,62,-6,14,37,244,2,11,80,True
This Is What You Came For,Calvin Harris,dance pop,2016,124,93,63,-3,15,47,222,20,3,80,True
Million Reasons,Lady Gaga,dance pop,2016,130,42,67,-8,11,15,205,49,4,80,True
Needed Me,Rihanna,barbadian pop,2016,111,31,67,-8,8,30,192,11,24,80,True
7 Years,Lukas Graham,danish pop,2016,120,47,77,-6,39,34,237,29,5,80,True
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,dance pop,2016,113,83,67,-6,19,70,236,1,7,79,False
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,dance pop,2016,105,59,80,-6,6,59,214,10,4,79,False
Scars To Your Beautiful,Alessia Cara,canadian contemporary r&b,2016,97,74,57,-6,11,45,230,3,13,79,False
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,dance pop,2016,108,53,63,-7,18,42,225,40,4,79,False
Work,Rihanna,barbadian pop,2016,92,53,73,-6,9,56,219,8,9,78,False
Stitches,Shawn Mendes,canadian pop,2016,150,75,75,-7,5,76,207,2,7,78,False
"Me, Myself & I",G-Eazy,hip hop,2016,112,67,76,-7,16,38,251,2,10,78,False
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,dance pop,2016,102,71,66,-7,8,69,198,4,11,78,False
Dangerous Woman,Ariana Grande,dance pop,2016,134,60,66,-5,36,29,236,5,4,78,False
Starving,Hailee Steinfeld,dance pop,2016,100,62,73,-4,11,51,182,38,6,78,False
Shout Out to My Ex,Little Mix,dance pop,2016,126,75,77,-4,11,80,246,2,9,77,False
Electric Love,BØRNS,electropop,2016,120,80,61,-8,26,52,218,1,5,76,False
Confident,Demi Lovato,dance pop,2016,130,75,59,-6,9,34,206,0,7,75,False
Too Good,Drake,canadian hip hop,2016,118,65,79,-8,10,39,263,5,10,74,False
Roses,The Chainsmokers,electropop,2016,100,80,71,-7,31,34,227,4,6,74,False
Cold Water (feat. Justin Bieber & MØ),Major Lazer,dance pop,2016,93,80,61,-5,16,50,185,7,4,73,False
Me Too,Meghan Trainor,dance pop,2016,124,69,93,-6,48,84,181,10,10,73,False
Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,dance pop,2016,108,88,75,-4,23,75,166,4,7,73,False
Ain't Your Mama,Jennifer Lopez,dance pop,2016,120,68,76,-6,7,82,218,5,23,72,False
Close,Nick Jonas,dance pop,2016,124,62,65,-5,14,40,234,25,8,72,False
Toothbrush,DNCE,dance pop,2016,105,79,55,-6,47,82,232,12,13,72,False
All We Know,The Chainsmokers,electropop,2016,90,59,66,-9,12,30,194,10,3,72,False
Final Song,MØ,dance pop,2016,105,67,70,-6,8,25,236,1,3,72,False
Company,Justin Bieber,canadian pop,2016,95,80,59,-5,8,43,208,13,6,72,False
Hands To Myself,Selena Gomez,dance pop,2016,111,50,81,-7,34,47,201,1,12,71,False
All I Ask,Adele,british soul,2016,142,28,59,-5,15,34,272,88,3,71,False
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,dance pop,2016,163,70,63,-6,11,50,215,1,15,71,False
NO,Meghan Trainor,dance pop,2016,92,80,56,-4,74,65,214,1,22,70,False
Kill Em With Kindness,Selena Gomez,dance pop,2016,120,88,76,-5,10,40,218,1,4,70,False
Cool Girl,Tove Lo,dance pop,2016,102,69,67,-7,8,20,199,31,11,69,False
Runnin' (Lose It All),Naughty Boy,tropical house,2016,139,85,32,-6,48,8,213,1,8,69,False
Here,Alessia Cara,canadian contemporary r&b,2016,120,82,38,-4,8,33,199,8,10,68,False
Perfect Illusion,Lady Gaga,dance pop,2016,125,86,61,-5,36,66,182,0,4,67,False
PILLOWTALK,ZAYN,dance pop,2016,125,70,59,-4,9,43,204,10,5,66,False
Out Of The Woods,Taylor Swift,pop,2016,92,84,55,-7,34,34,236,0,4,66,False
Rise,Katy Perry,dance pop,2016,101,64,55,-6,11,44,203,5,5,66,False
Wherever I Go,OneRepublic,dance pop,2016,100,69,55,-6,27,35,170,9,4,66,False
Body Say,Demi Lovato,dance pop,2016,87,74,63,-5,28,26,194,0,4,65,False
Don't Be A Fool,Shawn Mendes,canadian pop,2016,175,34,47,-6,10,27,216,60,4,65,False
LIKE I WOULD,ZAYN,dance pop,2016,113,83,56,-6,26,23,192,2,11,65,False
Cheap Thrills,Sia,australian dance,2016,90,80,59,-5,8,73,225,6,22,64,False
I Got You,Bebe Rexha,dance pop,2016,98,89,61,-5,9,32,192,5,5,64,False
Run Away With Me,Carly Rae Jepsen,canadian pop,2016,119,72,56,-6,5,25,251,1,5,63,False
Cruel (feat. ZAYN),Snakehips,dance pop,2016,110,88,60,-4,16,32,228,2,12,63,False
Send My Love (To Your New Lover),Adele,british soul,2016,164,52,69,-8,17,56,223,4,10,61,False
WTF (Where They From),Missy Elliott,dance pop,2016,120,82,93,-3,6,56,193,2,20,58,False
Desire,Years & Years,dance pop,2016,126,78,71,-5,30,64,203,30,6,58,False
When We Were Young,Adele,british soul,2016,144,59,38,-6,9,27,291,35,5,58,False
I Know What You Did Last Summer,Shawn Mendes,canadian pop,2016,114,77,68,-5,16,72,224,11,10,57,False
Wish That You Were Here - From “Miss Peregrine’s Home for Peculiar Children” Original Motion Picture,Florence + The Machine,art pop,2016,94,57,37,-6,13,12,403,72,3,57,False
Hurts,Emeli Sandé,dance pop,2016,106,64,58,-8,15,18,238,2,3,57,False
Change,Christina Aguilera,dance pop,2016,82,54,62,-6,13,20,187,68,8,54,False
Make Me... (feat. G-Eazy),Britney Spears,dance pop,2016,123,70,70,-7,22,58,231,16,10,53,False
Keeping Your Head Up,Birdy,neo mellow,2016,122,78,60,-5,19,53,208,16,5,52,False
True Colors,Zedd,complextro,2016,126,79,57,-3,10,49,225,40,4,51,False
Make Me Like You,Gwen Stefani,dance pop,2016,118,71,74,-5,13,80,217,4,5,50,False
Champagne Problems,Nick Jonas,dance pop,2016,108,78,73,-5,9,64,193,0,13,50,False
Blown,DNCE,dance pop,2016,130,95,63,-5,10,73,197,0,4,48,False
Start,John Legend,neo mellow,2016,110,4,52,-15,9,26,310,99,4,47,False
Pep Rally,Missy Elliott,dance pop,2016,90,75,83,-4,20,32,263,22,12,47,False
Higher,Carly Rae Jepsen,canadian pop,2016,114,87,65,-5,37,44,234,1,6,46,False
Invitation,Britney Spears,dance pop,2016,112,65,37,-7,9,16,200,3,11,44,False
One Call Away (feat. Tyga) - Remix,Charlie Puth,dance pop,2016,91,69,75,-5,13,52,192,26,4,41,False
Beautiful Birds (feat. Birdy),Passenger,folk-pop,2016,86,17,39,-13,11,14,214,91,3,36,False
Little Lies,Hilary Duff,dance pop,2016,124,76,57,-6,4,40,204,0,6,36,False
Do You Wanna Come Over?,Britney Spears,dance pop,2016,121,70,75,-6,11,45,203,1,7,34,False
BURNITUP!,Janet Jackson,dance pop,2016,123,71,83,-7,31,83,250,5,18,31,False
Picky - Remix,Joey Montana,latin,2016,186,81,70,-3,37,69,225,9,7,29,False
Behind Your Back,Nelly Furtado,canadian latin,2016,98,47,80,-10,7,69,228,25,4,18,False
Million Years Ago,Adele,british soul,2016,0,0,0,-60,0,0,227,0,0,0,False
Shape of You,Ed Sheeran,pop,2017,96,65,83,-3,9,93,234,58,8,87,True
Closer,The Chainsmokers,electropop,2017,95,52,75,-6,11,66,245,41,3,86,True
Starboy,The Weeknd,canadian contemporary r&b,2017,186,59,68,-7,14,49,230,14,28,85,True
Treat You Better,Shawn Mendes,canadian pop,2017,83,82,44,-4,11,75,188,11,34,84,True
That's What I Like,Bruno Mars,pop,2017,134,56,85,-5,9,86,207,1,4,83,True
Let Me Love You,DJ Snake,electronic trap,2017,100,72,65,-5,14,16,206,9,3,82,True
I Feel It Coming,The Weeknd,canadian contemporary r&b,2017,93,82,77,-6,7,59,269,43,12,81,True
Mercy,Shawn Mendes,canadian pop,2017,148,66,56,-5,11,36,209,13,8,81,True
Side To Side,Ariana Grande,dance pop,2017,159,74,65,-6,24,61,226,5,23,80,True
Stay,Zedd,complextro,2017,102,62,69,-5,12,54,210,25,6,80,True
It Ain't Me (with Selena Gomez),Kygo,edm,2017,100,53,64,-7,9,52,221,12,7,79,False
Malibu,Miley Cyrus,dance pop,2017,140,78,57,-6,8,34,232,8,6,78,False
Something Just Like This,The Chainsmokers,electropop,2017,103,65,61,-7,17,51,248,3,4,78,False
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,dance pop,2017,102,76,72,-4,18,74,251,41,5,78,False
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,dance pop,2017,118,45,74,-8,33,9,245,6,6,78,False
My Way,Calvin Harris,dance pop,2017,120,91,82,-3,16,54,219,9,4,78,False
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,dance pop,2017,81,67,61,-4,17,81,289,6,4,77,False
Praying,Kesha,dance pop,2017,73,39,58,-7,11,32,230,49,3,77,False
Despacito - Remix,Luis Fonsi,latin,2017,178,82,65,-4,10,82,229,23,17,76,False
The Greatest,Sia,australian dance,2017,192,73,67,-6,6,73,210,1,27,76,False
There for You,Martin Garrix,big room,2017,106,64,61,-8,12,13,222,12,6,76,False
Paris,The Chainsmokers,electropop,2017,100,64,65,-7,9,25,222,2,3,76,False
Crying in the Club,Camila Cabello,dance pop,2017,85,62,33,-6,16,60,216,33,38,75,False
Mama,Jonas Blue,dance pop,2017,104,79,74,-4,5,57,184,10,4,75,False
